user_id,text_id,text,timestamp,collection_phase,is_words,valence,arousal,state_change_valence,state_change_arousal,word_count,is_feeling_words,sentiment_polarity,positive_word_ratio,negative_word_ratio,avg_word_length,first_person_count,exclamation_count,intensifier_count,hour_of_day,day_of_week,first_date,days_since_first,user_mean_valence,user_mean_arousal,user_last_valence,user_last_arousal,user_val_std,user_entry_count,user_val_trend
2,40,"Studious , Calm , Relaxed , Attentive , Content",2022-02-15 20:02:31,2,True,4.0,1.0,-2.0,0.0,9,1,0.6705,0.647,0.0,4.333333333333333,0,0,0,20,1,2021-06-08 15:11:55,252,3.6,1.5,4.0,1.0,0.8432740427115679,10,0.7999999999999998
2,41,"Sleepy , Awake , Comfy , Relaxed , Content",2022-02-16 11:56:54,2,True,2.0,1.0,1.0,0.0,9,1,0.4939,0.444,0.0,3.7777777777777777,0,0,0,11,2,2021-06-08 15:11:55,252,3.6363636363636362,1.4545454545454546,4.0,1.0,0.8090398349558905,11,0.7999999999999998
2,42,"Working , Busy , Pleased , Hungry , Active",2022-02-17 15:03:31,2,True,3.0,1.0,1.0,0.0,9,1,0.6808,0.651,0.0,3.7777777777777777,0,0,0,15,3,2021-06-08 15:11:55,253,3.5,1.4166666666666667,2.0,1.0,0.9045340337332909,12,0.33333333333333304
2,43,"Studious , Relaxed , Focused , Hungry , Attentive",2022-02-17 20:01:03,2,True,4.0,1.0,-4.0,0.0,9,1,0.7003,0.659,0.0,4.555555555555555,0,0,0,20,3,2021-06-08 15:11:55,254,3.4615384615384617,1.3846153846153846,3.0,1.0,0.8770580193070292,13,0.23809523809523814
2,44,"Tired , Comfy , Awake , Chilly , Relaxed",2022-02-18 10:16:46,2,True,0.0,1.0,4.0,0.0,9,1,0.0772,0.352,0.319,3.5555555555555554,0,0,0,10,4,2021-06-08 15:11:55,254,3.5,1.3571428571428572,4.0,1.0,0.8548504142651103,14,0.14285714285714324
2,45,"Relaxed , Productive , Calm , Comfy , Content",2022-02-18 20:07:53,2,True,4.0,1.0,0.0,0.0,9,1,0.6705,0.647,0.0,4.111111111111111,0,0,0,20,4,2021-06-08 15:11:55,255,3.2666666666666666,1.3333333333333333,0.0,1.0,1.2227992865708155,15,-0.3035714285714284
2,46,"Sleepy , Awake , Rested , Relaxed , Comfy",2022-02-19 12:49:41,2,True,4.0,1.0,0.0,0.0,9,1,0.4939,0.444,0.0,3.6666666666666665,0,0,0,12,5,2021-06-08 15:11:55,255,3.3125,1.3125,4.0,1.0,1.1954775893619531,16,-0.375
2,47,"Busy , Productive , Content , Relaxed , Waiting",2022-02-19 15:05:34,2,True,4.0,1.0,0.0,0.0,9,1,0.4939,0.444,0.0,4.333333333333333,0,0,0,15,5,2021-06-08 15:11:55,255,3.3529411764705883,1.2941176470588236,4.0,1.0,1.1694644324747672,17,-0.2777777777777777
2,48,"Relaxed , Content , Calm , Comfy , Hungry",2022-02-19 20:03:29,2,True,4.0,1.0,0.0,0.0,9,1,0.6705,0.647,0.0,3.6666666666666665,0,0,0,20,5,2021-06-08 15:11:55,256,3.388888888888889,1.2777777777777777,4.0,1.0,1.1447521637192346,18,-0.33333333333333304
2,26,"Refreshed , Clean , Comfy , Relaxed , Content",2022-02-20 20:02:31,2,True,4.0,1.0,0.0,0.0,9,1,0.7096,0.663,0.0,4.111111111111111,0,0,0,20,6,2021-06-08 15:11:55,257,3.4210526315789473,1.263157894736842,4.0,1.0,1.1212983285105118,19,-0.25555555555555554
2,27,"Relaxed , Content , Comfy , Calm , Hungry",2022-02-21 17:00:05,2,True,4.0,1.0,-1.0,0.0,9,1,0.6705,0.647,0.0,3.6666666666666665,0,0,0,17,0,2021-06-08 15:11:55,258,3.45,1.25,4.0,1.0,1.0990426455975697,20,-0.30000000000000027
2,28,"Comfy , Awake , Relaxed , Hungry , Content",2022-02-21 20:34:57,2,True,3.0,1.0,1.0,0.0,9,1,0.4939,0.444,0.0,3.7777777777777777,0,0,0,20,0,2021-06-08 15:11:55,258,3.4761904761904763,1.2380952380952381,4.0,1.0,1.0779168622415933,21,-0.23636363636363633
2,29,"Comfy , Awake , Relaxed , Content , Cozy",2022-02-22 15:08:59,2,True,4.0,1.0,-1.0,2.0,9,1,0.4939,0.444,0.0,3.5555555555555554,0,0,0,15,1,2021-06-08 15:11:55,258,3.4545454545454546,1.2272727272727273,3.0,1.0,1.056826909613451,22,-0.3636363636363633
2,30,"Studious , Focused , Content , Attentive , Comfy",2022-02-22 20:07:38,2,True,3.0,3.0,-1.0,-2.0,9,1,0.3818,0.394,0.0,4.444444444444445,0,0,0,20,1,2021-06-08 15:11:55,259,3.4782608695652173,1.2173913043478262,4.0,1.0,1.0387739809021062,23,-0.30303030303030276
2,31,"Sleepy , Comfy , Cozy , Waking , Content",2022-02-23 11:03:27,2,True,2.0,1.0,0.0,1.0,9,1,0.0,0.0,0.0,3.5555555555555554,0,0,0,11,2,2021-06-08 15:11:55,259,3.4583333333333335,1.2916666666666667,3.0,3.0,1.0206207261596574,24,-0.08333333333333348
2,32,"Impatient , Waiting , Calm , Massaged , Fine",2022-02-23 16:13:47,2,True,2.0,2.0,1.0,-1.0,9,1,0.2263,0.494,0.265,4.0,0,0,0,16,2,2021-06-08 15:11:55,260,3.4,1.28,2.0,1.0,1.0408329997330663,25,-0.1923076923076925
2,33,"Annoyed , Content , Comfy , Hungry , Relaxed",2022-02-23 20:01:13,2,True,3.0,1.0,-2.0,0.0,9,1,0.1531,0.364,0.295,4.0,0,0,0,20,2,2021-06-08 15:11:55,260,3.3461538461538463,1.3076923076923077,2.0,2.0,1.0561177090573832,26,-0.23076923076923084
2,60,"Sleepy , Awake , Tired , Comfy , Cozy",2022-05-12 10:02:00,3,True,1.0,1.0,2.0,0.0,9,1,-0.4404,0.0,0.42,3.2222222222222223,0,0,0,10,3,2021-06-08 15:11:55,337,3.3333333333333335,1.2962962962962963,3.0,1.0,1.0377490433255416,27,-0.24725274725274726
2,61,"Productive , Tired , Busy , Studious , Calm",2022-05-12 17:35:00,3,True,3.0,1.0,1.0,0.0,9,1,-0.1531,0.28,0.354,3.888888888888889,0,0,0,17,3,2021-06-08 15:11:55,338,3.25,1.2857142857142858,1.0,1.0,1.1097213530798988,28,-0.5
2,62,"Studious , Attentive , Comfy , Calm , Alert",2022-05-12 20:01:00,3,True,4.0,1.0,0.0,0.0,9,1,0.5423,0.6,0.0,3.888888888888889,0,0,0,20,3,2021-06-08 15:11:55,338,3.2413793103448274,1.2758620689655173,3.0,1.0,1.0907131485472215,29,-0.5
2,63,"Awake , Content , Refreshed , Happy , Relaxed",2022-05-13 10:20:00,3,True,4.0,1.0,-2.0,2.0,9,1,0.7845,0.697,0.0,4.111111111111111,0,0,0,10,4,2021-06-08 15:11:55,338,3.2666666666666666,1.2666666666666666,4.0,1.0,1.0806553992619585,30,0.0
2,64,"Productive , Content , Happy , Active , Good",2022-05-13 15:45:00,3,True,2.0,3.0,2.0,-2.0,9,1,0.8519,0.823,0.0,4.0,0,0,0,15,4,2021-06-08 15:11:55,339,3.2903225806451615,1.2580645161290323,4.0,1.0,1.0706243781736828,31,0.04583333333333339
2,65,"Clean , Refreshed , Relaxed , Comfy , Content",2022-05-13 20:00:00,3,True,4.0,1.0,-2.0,0.0,9,1,0.7096,0.663,0.0,4.111111111111111,0,0,0,20,4,2021-06-08 15:11:55,339,3.25,1.3125,2.0,3.0,1.0776318121606494,32,-0.125
2,66,"Sleepy , Comfy , Recharged , Cozy , Awake",2022-05-14 12:39:00,3,True,2.0,1.0,2.0,0.0,9,1,0.0,0.0,0.0,3.6666666666666665,0,0,0,12,5,2021-06-08 15:11:55,339,3.272727272727273,1.303030303030303,4.0,1.0,1.0686652677735224,33,-0.07720588235294112
2,67,"Relaxed , Content , Comfy , Happy , Calm",2022-05-14 15:09:00,3,True,4.0,1.0,0.0,0.0,9,1,0.8481,0.821,0.0,3.5555555555555554,0,0,0,15,5,2021-06-08 15:11:55,339,3.235294117647059,1.2941176470588236,2.0,1.0,1.074746581247758,34,-0.23529411764705888
2,68,"Relaxed , Comfy , Content , Neutral , Peaceful",2022-05-14 20:00:00,3,True,4.0,1.0,-2.0,0.0,9,1,0.7506,0.681,0.0,4.222222222222222,0,0,0,20,5,2021-06-08 15:11:55,340,3.257142857142857,1.2857142857142858,4.0,1.0,1.0666841735258006,35,-0.1862745098039218
2,69,"Awake , Sleepy , Comfy , Relaxed , Cozy",2022-05-15 11:51:00,3,True,2.0,1.0,-1.0,0.0,9,1,0.4939,0.444,0.0,3.4444444444444446,0,0,0,11,6,2021-06-08 15:11:55,340,3.2777777777777777,1.2777777777777777,4.0,1.0,1.058600453728847,36,-0.22222222222222232
2,70,"Hurting , Active , Worked , Attentive , Not relaxed",2022-05-15 16:33:00,3,True,1.0,1.0,2.0,0.0,10,1,-0.3875,0.245,0.483,4.2,0,0,0,16,6,2021-06-08 15:11:55,341,3.2432432432432434,1.2702702702702702,2.0,1.0,1.0647223270100208,37,-0.2836257309941521
2,71,"Hurting , Content , Pleased , Comfy , Relaxed",2022-05-15 20:17:00,3,True,3.0,1.0,-1.0,0.0,9,1,0.5267,0.565,0.25,4.111111111111111,0,0,0,20,6,2021-06-08 15:11:55,341,3.1842105263157894,1.263157894736842,1.0,1.0,1.1114943230428451,38,-0.47368421052631593
2,72,"Sleepy , Tired , Comfy , Cozy , Awake",2022-05-16 10:55:00,3,True,2.0,1.0,2.0,0.0,9,1,-0.4404,0.0,0.42,3.2222222222222223,0,0,0,10,0,2021-06-08 15:11:55,341,3.1794871794871793,1.2564102564102564,3.0,1.0,1.0971684818034502,39,-0.47105263157894717
2,73,"Relaxed , Content , Peaceful , Chilling , Comfy",2022-05-16 15:23:00,3,True,4.0,1.0,0.0,0.0,9,1,0.743,0.674,0.116,4.333333333333333,0,0,0,15,0,2021-06-08 15:11:55,342,3.15,1.25,2.0,1.0,1.098950548337962,40,-0.6000000000000001
2,74,"Relaxed , Comfy , Content , Calm , Peaceful",2022-05-16 20:28:00,3,True,4.0,1.0,0.0,0.0,9,1,0.8271,0.813,0.0,3.888888888888889,0,0,0,20,0,2021-06-08 15:11:55,342,3.1707317073170733,1.2439024390243902,4.0,1.0,1.0932163332202425,41,-0.5452380952380955
2,75,"Content , Calm , Relaxed , Refreshed , Comfy",2022-05-17 15:22:00,3,True,4.0,1.0,0.0,0.0,9,1,0.6705,0.647,0.0,4.0,0,0,0,15,1,2021-06-08 15:11:55,343,3.1904761904761907,1.2380952380952381,4.0,1.0,1.0873573971677286,42,-0.5714285714285716
2,76,"Attentive , Sleepy , Relaxed , Calm , Comfy",2022-05-17 20:00:00,3,True,4.0,1.0,0.0,0.0,9,1,0.6705,0.647,0.0,3.888888888888889,0,0,0,20,1,2021-06-08 15:11:55,343,3.2093023255813953,1.2325581395348837,4.0,1.0,1.0814042796044612,43,-0.5216450216450217
2,77,"Relaxed , Calm , Content , Peaceful , Good",2022-05-18 15:04:00,3,True,4.0,1.0,0.0,0.0,9,1,0.891,0.921,0.0,3.7777777777777777,0,0,0,15,2,2021-06-08 15:11:55,343,3.227272727272727,1.2272727272727273,4.0,1.0,1.0753828169353603,44,-0.4545454545454546
2,78,"Clean , Refreshed , Calm , Comfy , Content",2022-05-18 20:32:00,3,True,4.0,1.0,-2.0,0.0,9,1,0.6124,0.625,0.0,3.7777777777777777,0,0,0,20,2,2021-06-08 15:11:55,344,3.2444444444444445,1.2222222222222223,4.0,1.0,1.069314894422753,45,-0.4110671936758892
2,79,"Sleepy , Tired , Awake , Comfy , Content",2022-05-19 10:00:00,3,True,2.0,1.0,0.0,2.0,9,1,-0.4404,0.0,0.42,3.5555555555555554,0,0,0,10,3,2021-06-08 15:11:55,344,3.260869565217391,1.2173913043478262,4.0,1.0,1.06321906614239,46,-0.4347826086956519
2,80,"Worked , Busy , Calm , Attentive , Fine",2022-05-19 15:09:00,3,True,2.0,3.0,1.0,-2.0,9,1,0.4767,0.577,0.0,3.4444444444444446,0,0,0,15,3,2021-06-08 15:11:55,344,3.234042553191489,1.2127659574468086,2.0,1.0,1.0675605258769785,47,-0.4782608695652173
2,81,"Headache , Tired , Hungry , Sleepy , Comfy",2022-05-19 20:21:00,3,True,3.0,1.0,-2.0,0.0,9,1,-0.4404,0.0,0.42,3.7777777777777777,0,0,0,20,3,2021-06-08 15:11:55,345,3.2083333333333335,1.25,2.0,3.0,1.0710570108856838,48,-0.5
2,82,"Tired , Hungry , Sleepy , Awake , Ready",2022-05-20 11:08:00,3,True,1.0,1.0,0.0,0.0,9,1,-0.1027,0.298,0.345,3.4444444444444446,0,0,0,11,4,2021-06-08 15:11:55,345,3.204081632653061,1.2448979591836735,3.0,1.0,1.0602592418196342,49,-0.4983333333333335
2,83,"Busy , Annoyed , Sore , Worked , Neutral",2022-05-20 15:51:00,3,True,1.0,1.0,3.0,0.0,9,1,-0.6249,0.0,0.63,3.5555555555555554,0,0,0,15,4,2021-06-08 15:11:55,346,3.16,1.24,1.0,1.0,1.0946996606096009,50,-0.48
2,84,"Comfy , Cozy , Relaxed , Tired , Hungry",2022-05-20 20:00:00,3,True,4.0,1.0,-1.0,0.0,9,1,0.0772,0.352,0.319,3.4444444444444446,0,0,0,20,4,2021-06-08 15:11:55,346,3.1176470588235294,1.2352941176470589,1.0,1.0,1.1251143732710807,51,-0.5538461538461537
2,49,"Relaxed , Awake , Sore , Content , Comfy",2022-05-21 15:08:00,3,True,3.0,1.0,-1.0,2.0,9,1,0.1779,0.368,0.287,3.5555555555555554,0,0,0,15,5,2021-06-08 15:11:55,346,3.1346153846153846,1.2307692307692308,4.0,1.0,1.1207288621712974,52,-0.42307692307692335
2,50,"Active , Chill , Moving , Calm , Awake",2022-05-21 21:00:00,3,True,2.0,3.0,0.0,0.0,9,1,0.6124,0.625,0.0,3.3333333333333335,0,0,0,21,5,2021-06-08 15:11:55,347,3.1320754716981134,1.2264150943396226,3.0,1.0,1.1100543273097494,53,-0.4202279202279202
2,51,"Working , Awake , Fine , Attentive , Calm",2022-05-22 10:20:00,3,True,2.0,3.0,-1.0,-2.0,9,1,0.4767,0.577,0.0,3.6666666666666665,0,0,0,10,6,2021-06-08 15:11:55,347,3.111111111111111,1.2592592592592593,2.0,3.0,1.1102722200054018,54,-0.44444444444444464
2,52,"Tired , Content , Calm , Relaxed , Sleepy",2022-05-22 20:00:00,3,True,1.0,1.0,-1.0,0.0,9,1,0.3818,0.529,0.279,3.6666666666666665,0,0,0,20,6,2021-06-08 15:11:55,348,3.090909090909091,1.290909090909091,2.0,3.0,1.1101005505463155,55,-0.4761904761904763
2,53,"Tired , Sleepy , Comfy , Sore , Cozy",2022-05-23 10:14:00,3,True,0.0,1.0,1.0,0.0,9,1,-0.6597,0.0,0.643,3.111111111111111,0,0,0,10,0,2021-06-08 15:11:55,348,3.0535714285714284,1.2857142857142858,1.0,1.0,1.1348951550636794,56,-0.3928571428571428
2,54,"Pained , Sore , Alert , Active , Fine",2022-05-23 15:02:00,3,True,1.0,1.0,3.0,0.0,9,1,0.1027,0.558,0.442,3.2222222222222223,0,0,0,15,0,2021-06-08 15:11:55,348,3.0,1.280701754385965,0.0,1.0,1.1952286093343936,57,-0.4913793103448274
2,55,"Relaxed , Content , Comfy , Chill , Fine",2022-05-23 20:01:00,3,True,4.0,1.0,0.0,0.0,9,1,0.6124,0.625,0.0,3.5555555555555554,0,0,0,20,0,2021-06-08 15:11:55,349,2.9655172413793105,1.2758620689655173,1.0,1.0,1.213455515942469,58,-0.5517241379310343
2,56,"Active , Awake , Rested , Refreshed , Fine",2022-05-24 11:53:00,3,True,4.0,1.0,0.0,0.0,9,1,0.5423,0.6,0.0,3.7777777777777777,0,0,0,11,1,2021-06-08 15:11:55,349,2.983050847457627,1.271186440677966,4.0,1.0,1.2104647928012358,59,-0.508045977011494
2,57,"Content , Refreshed , Calm , Productive , Relaxed",2022-05-24 15:34:00,3,True,4.0,1.0,0.0,0.0,9,1,0.6705,0.647,0.0,4.555555555555555,0,0,0,15,1,2021-06-08 15:11:55,350,3.0,1.2666666666666666,4.0,1.0,1.2073222927802119,60,-0.5333333333333332
2,58,"Warm , Comfy , Studious , Content , Relaxed",2022-05-24 20:00:00,3,True,4.0,1.0,0.0,0.0,9,1,0.6249,0.63,0.0,3.888888888888889,0,0,0,20,1,2021-06-08 15:11:55,350,3.0163934426229506,1.2622950819672132,4.0,1.0,1.2040460024252746,61,-0.49247311827956963
2,59,"Good , Relaxed , Tired , Content , Fine",2022-05-25 15:06:00,3,True,4.0,1.0,-1.0,2.0,9,1,0.6124,0.669,0.246,3.4444444444444446,0,0,0,15,2,2021-06-08 15:11:55,350,3.032258064516129,1.2580645161290323,4.0,1.0,1.2006520350876546,62,-0.5161290322580645
2,100,"Productive , Accomplished , Hot , Relaxed , Content",2022-09-05 20:01:52,4,True,3.0,3.0,0.0,-2.0,9,1,0.7269,0.67,0.0,4.777777777777778,0,0,0,20,0,2021-06-08 15:11:55,454,3.0476190476190474,1.253968253968254,4.0,1.0,1.197154845248644,63,-0.4778225806451615
2,101,"Rested , Sore , Comfy , Content , Relaxed",2022-09-06 11:51:38,4,True,3.0,1.0,1.0,0.0,9,1,0.1779,0.368,0.287,3.6666666666666665,0,0,0,11,1,2021-06-08 15:11:55,454,3.046875,1.28125,3.0,3.0,1.1876305274963548,64,-0.40625
2,102,"Hot , Relaxed , Productive , Calm , Content",2022-09-06 15:03:01,4,True,4.0,1.0,0.0,0.0,9,1,0.6705,0.647,0.0,3.888888888888889,0,0,0,15,1,2021-06-08 15:11:55,454,3.046153846153846,1.2769230769230768,3.0,1.0,1.1783299785974803,65,-0.4015151515151514
2,103,"Relaxed , Content , Calm , Comfy , Hot",2022-09-06 20:00:44,4,True,4.0,1.0,0.0,0.0,9,1,0.6705,0.647,0.0,3.3333333333333335,0,0,0,20,1,2021-06-08 15:11:55,455,3.0606060606060606,1.2727272727272727,4.0,1.0,1.175110965349988,66,-0.4242424242424243
2,104,"Relaxed , Awake , Comfy , Calm , Content",2022-09-07 12:22:50,4,True,4.0,1.0,0.0,2.0,9,1,0.6705,0.647,0.0,3.5555555555555554,0,0,0,12,2,2021-06-08 15:11:55,455,3.074626865671642,1.2686567164179106,4.0,1.0,1.1718081448591355,67,-0.39037433155080237
2,105,"Productive , Active , Determined , Busy , Sore",2022-09-07 15:03:55,4,True,4.0,3.0,-3.0,-2.0,9,1,0.3818,0.531,0.26,4.222222222222222,0,0,0,15,2,2021-06-08 15:11:55,455,3.088235294117647,1.2647058823529411,4.0,1.0,1.1684317096982049,68,-0.2941176470588234
2,106,"Worked , Exhausted , Accomplished , Productive , Hungry",2022-09-07 20:00:27,4,True,1.0,1.0,2.0,0.0,9,1,0.1027,0.345,0.298,5.222222222222222,0,0,0,20,2,2021-06-08 15:11:55,456,3.101449275362319,1.289855072463768,4.0,3.0,1.1649908802499889,69,-0.26386554621848735
2,107,"Sleepy , Awake , Comfy , Calm , Content",2022-09-08 10:03:51,4,True,3.0,1.0,-1.0,2.0,9,1,0.3182,0.365,0.0,3.4444444444444446,0,0,0,10,3,2021-06-08 15:11:55,456,3.0714285714285716,1.2857142857142858,1.0,1.0,1.1834783977802141,70,-0.37142857142857144
2,108,"Worked , Busy , Active , Productive , Fine",2022-09-08 16:56:45,4,True,2.0,3.0,2.0,-2.0,9,1,0.5423,0.6,0.0,3.7777777777777777,0,0,0,16,3,2021-06-08 15:11:55,457,3.0704225352112675,1.2816901408450705,3.0,1.0,1.1750251506362606,71,-0.3682539682539683
2,109,"Relaxed , Tired , Content , Hungry , Comfy",2022-09-08 20:00:46,4,True,4.0,1.0,0.0,0.0,9,1,0.0772,0.352,0.319,3.7777777777777777,0,0,0,20,3,2021-06-08 15:11:55,457,3.0555555555555554,1.3055555555555556,2.0,3.0,1.173521111734685,72,-0.4444444444444442
2,110,"Comfy , Rested , Awake , Content , Peaceful",2022-09-09 11:48:47,4,True,4.0,1.0,-1.0,2.0,9,1,0.4939,0.444,0.0,3.888888888888889,0,0,0,11,4,2021-06-08 15:11:55,457,3.0684931506849313,1.3013698630136987,4.0,1.0,1.170574017823066,73,-0.41291291291291277
2,111,"Productive , Accomplished , Happy , Pleased , Content",2022-09-09 15:03:05,4,True,3.0,3.0,0.0,-2.0,9,1,0.8591,0.826,0.0,5.0,0,0,0,15,4,2021-06-08 15:11:55,457,3.081081081081081,1.2972972972972974,4.0,1.0,1.167561054186722,74,-0.32432432432432456
2,112,"Studious , Relaxed , Comfy , Content , Focused",2022-09-09 20:03:17,4,True,3.0,1.0,-2.0,0.0,9,1,0.7003,0.659,0.0,4.222222222222222,0,0,0,20,4,2021-06-08 15:11:55,458,3.08,1.32,3.0,3.0,1.159683088117122,75,-0.3221906116642961
2,113,"Tired , Sore , Sleepy , Comfy , Relaxed",2022-09-10 11:58:39,4,True,1.0,1.0,1.0,2.0,9,1,-0.296,0.302,0.509,3.4444444444444446,0,0,0,11,5,2021-06-08 15:11:55,458,3.0789473684210527,1.3157894736842106,3.0,1.0,1.1519624750223634,76,-0.21052631578947345
2,114,"Busy , Focused , Calm , Productive , Good",2022-09-10 16:09:08,4,True,2.0,3.0,-1.0,-2.0,9,1,0.7783,0.796,0.0,3.6666666666666665,0,0,0,16,5,2021-06-08 15:11:55,459,3.051948051948052,1.3116883116883118,1.0,1.0,1.1686260927406649,77,-0.2611336032388665
2,115,"Exhausted , Sore , Pained , Uncomfortable , Relived",2022-09-10 20:57:53,4,True,1.0,1.0,1.0,2.0,9,1,-0.8555,0.0,0.912,4.777777777777778,0,0,0,20,5,2021-06-08 15:11:55,459,3.0384615384615383,1.3333333333333333,2.0,3.0,1.167106619867209,78,-0.28205128205128194
2,116,"Active , Busy , Productive , Excited , Focused",2022-09-11 10:48:10,4,True,2.0,3.0,0.0,0.0,9,1,0.7717,0.794,0.0,4.222222222222222,0,0,0,10,6,2021-06-08 15:11:55,459,3.0126582278481013,1.3291139240506329,1.0,1.0,1.1820632861498939,79,-0.3294871794871792
2,117,"Active , Production , Hot , Focused , Busy",2022-09-11 15:02:50,4,True,2.0,3.0,2.0,-2.0,9,1,0.6486,0.639,0.0,3.7777777777777777,0,0,0,15,6,2021-06-08 15:11:55,459,3.0,1.35,2.0,3.0,1.1800021454603968,80,-0.2999999999999998
2,118,"Comfy , Tired , Sleepy , Sore , Content",2022-09-11 20:43:57,4,True,4.0,1.0,-1.0,0.0,9,1,-0.6597,0.0,0.643,3.4444444444444446,0,0,0,20,6,2021-06-08 15:11:55,460,2.9876543209876543,1.3703703703703705,2.0,3.0,1.177856391506344,81,-0.32073170731707323
